Origen,E02006825,E02003719,E02003720,E02003721,E02003722,E02003723,E02003724,E02003725,E02003726,E02003727,E02003728,E02003729,E02003730,E02003731,E02003732,E02003733,E02003734,E02003735,E02003736,E02003737,E02003738,E02003739,E02006873,E02003740,E02006874,E02003742,E02003743,E02006877,E02003744,E02006878,E02003745,E02003746,E02003747,E02003748,E02003749,E02003750,E02003751,E02003752,E02003753,E02003754,E02003755,E02003756,E02003237,E02003757,E02003238,E02003758,E02003239,E02003759,E02003240,E02003760,E02003241,E02003761,E02003242,E02003762,E02003243,E02003763,E02003244,E02003764,E02003245,E02003765,E02003246,E02003766,E02003247,E02003767,E02003248,E02003768,E02003249,E02003769,E02003250,E02003770,E02003251,E02003771,E02003252,E02003772,E02003253,E02003773,E02003254,E02003774,E02003775,E02003255,E02003776,E02003257,E02003777,E02003778,E02003779,E02003780,E02003781,E02003783,E02003784,E02003785,E02003786,E02003787,E02003788,E02003789,E02003790,E02003791,E02003792,E02003793
E02003765,0,0,2,0,0,1,1,1,0,5,4,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,1,0,7,0,11,0,6,0,6,0,4,0,26,0,7,0,3,0,4,0,0,0,11,0,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,4,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0
E02003246,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,1,0,4,0,1,1,0,0,4,0,0,1,1,0,19,0,4,0,0,0,1,0,7,0,10,0,5,0,10,0,6,1,11,0,5,0,4,0,16,0,0,0,4,0,26,0,4,0,0,6,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,6,0,0,0,2,0,0,0,1,0,1,0,4,0,2,0,3,0,1,1,14,0,3,0,13,0,6,0,3,0,16,0,5,0,9,0,10,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,4,0,0,0,2,0,0,0,0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003248,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,6,1,0,1,0,2,1,0,0,5,1,2,0,8,0,4,0,4,0,0,1,4,0,7,0,14,0,18,0,20,0,78,0,13,0,84,0,17,0,44,0,7,0,14,0,13,0,3,0,0,5,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E02003768,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,3,0,0,0,0,0,11,0,4,0,5,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0
E02003249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,12,1,10,0,1,8,0,5,0,0,1,8,3,0,0,4,0,12,0,7,0,0,0,4,0,11,0,23,0,15,0,23,0,20,0,17,0,8,2,10,0,20,0,3,0,11,0,12,0,8,0,0,12,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,4,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003250,0,0,0,2,0,1,4,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,11,81,10,86,5,0,117,4,24,1,2,1,91,21,14,13,66,2,101,0,103,0,29,1,49,0,107,0,142,0,100,0,122,0,118,2,143,0,72,1,112,0,82,0,60,0,70,0,76,1,90,0,0,105,0,137,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
E02003770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003251,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,21,1,2,6,1,3,0,0,0,21,1,0,3,6,1,13,1,14,0,39,0,3,0,11,0,39,1,26,0,28,0,21,0,43,0,16,0,26,0,26,0,12,0,76,0,50,0,12,0,0,17,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003771,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,4,0,5,0,3,0,9,0,10,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003252,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,3,0,1,0,0,0,6,0,0,0,3,0,2,0,6,0,1,1,0,0,7,0,7,0,11,0,7,0,4,0,5,0,3,0,8,0,2,0,3,0,6,0,13,0,5,0,0,7,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003772,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003253,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,3,0,2,0,0,1,4,0,0,2,1,1,3,0,8,0,0,0,0,0,2,0,5,1,6,0,11,0,5,0,6,0,3,0,6,0,3,0,1,0,3,0,9,0,5,0,0,8,0,12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
E02003773,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,7,0,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003254,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,1,11,1,0,3,0,3,0,1,2,4,1,2,1,5,1,14,0,8,0,0,1,6,0,12,0,16,0,15,1,22,0,19,0,22,0,15,0,20,0,50,0,10,0,67,0,41,0,6,0,0,20,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003774,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,43,0,5,0,31,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
E02003775,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
E02003255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,4,0,3,0,3,0,1,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003776,0,0,1,0,0,0,2,0,0,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0
E02003257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,9,0,0,2,0,0,0,0,0,0,0,0,1,1,0,1,0,3,0,0,0,1,0,4,0,6,0,3,0,6,0,6,0,4,0,10,0,10,0,24,0,4,0,10,0,11,0,3,0,0,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E02003777,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0
E02003778,0,1,1,3,3,0,0,2,1,1,2,0,3,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,0,0,0,0
E02003779,0,2,5,3,1,1,8,0,0,4,1,1,1,0,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,2,0,7,0,2,0,4,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,6,0,7,2,0,5,0,0,0,1,1,2,0,2,0,0
