Origen,E02006825,E02003719,E02003720,E02003721,E02003722,E02003723,E02003724,E02003725,E02003726,E02003727,E02003728,E02003729,E02003730,E02003731,E02003732,E02003733,E02003734,E02003735,E02003736,E02003737,E02003738,E02003739,E02006873,E02003740,E02006874,E02003742,E02003743,E02006877,E02003744,E02006878,E02003745,E02003746,E02003747,E02003748,E02003749,E02003750,E02003751,E02003752,E02003753,E02003754,E02003755,E02003756,E02003237,E02003757,E02003238,E02003758,E02003239,E02003759,E02003240,E02003760,E02003241,E02003761,E02003242,E02003762,E02003243,E02003763,E02003244,E02003764,E02003245,E02003765,E02003246,E02003766,E02003247,E02003767,E02003248,E02003768,E02003249,E02003769,E02003250,E02003770,E02003251,E02003771,E02003252,E02003772,E02003253,E02003773,E02003254,E02003774,E02003775,E02003255,E02003776,E02003257,E02003777,E02003778,E02003779,E02003780,E02003781,E02003783,E02003784,E02003785,E02003786,E02003787,E02003788,E02003789,E02003790,E02003791,E02003792,E02003793
E02003240,55.64577,40.45545,39.5664,40.93688,39.514,38.05452,41.02084,39.51689,41.13548,42.18399,42.16162,44.80325,41.46785,42.15864,50.00321,47.14332,48.42522,46.95547,42.34408,52.67176,53.49557,52.11819,34.92096,47.18382,35.53135,38.20179,33.95672,11.15842,32.75629,11.75753,28.90914,29.55632,17.72415,31.87323,21.70735,30.78056,35.22099,38.30962,13.95094,14.9503,27.24491,17.05762,12.1847,31.76788,13.56808,29.42688,16.35456,31.83506,55.10427,25.2937,16.66522,26.0641,12.61488,22.05574,13.55084,29.2525,14.30856,23.67559,10.86318,29.34639,12.1772,25.55067,10.96245,29.94175,13.48652,29.38572,14.30672,25.08892,12.15392,32.93964,11.24175,30.64867,11.74507,30.00907,12.31822,31.81687,9.774614,31.20459,39.03373,13.51863,43.8931,11.10906,36.72829,43.56609,36.52315,38.86349,42.78312,37.47121,41.39917,47.72132,44.37563,41.63063,42.65462,46.54382,53.1417,46.563,48.85514,45.8638
E02003760,35.11327,19.92295,19.03391,20.40438,18.9815,17.52203,20.48835,18.98439,20.60298,21.6515,21.62912,24.27075,20.93536,21.62614,29.96934,24.21604,25.49794,24.02819,19.4168,29.74448,30.56829,29.19091,14.38931,26.65132,14.99971,38.64116,34.3961,18.20987,33.19566,17.62229,29.34851,23.88548,23.65956,23.79988,27.64275,22.63796,21.14875,15.5167,16.6138,17.66599,15.83891,11.95629,25.48404,12.23286,25.22621,6.559947,27.02657,8.907785,25.2937,12.35261,25.58699,1.639988,22.98887,6.188727,23.87138,6.325223,23.62552,3.171302,21.98107,6.419119,23.1487,5.020819,22.08225,13.5781,22.00874,8.85322,21.48939,8.571233,20.58343,15.90359,22.20741,14.13098,20.28092,13.49138,19.05767,15.29918,18.44344,14.6869,16.87595,19.4603,23.36061,18.17449,16.1958,23.03359,15.99065,18.331,22.25063,16.93871,20.86752,27.18883,23.84313,21.09899,22.12212,26.01133,32.60921,26.0305,28.32265,25.33216
E02003241,50.3231,40.74874,39.8597,41.23017,39.80729,38.34781,41.31413,39.81017,41.42876,42.47728,42.45491,45.09653,41.76114,42.45193,33.338,32.78457,34.62376,33.88079,33.08125,39.91107,43.86194,42.93539,35.21424,47.47711,35.82464,21.53657,17.29151,8.862469,16.09107,10.19212,12.24392,13.18118,8.865529,15.49808,13.00974,14.40542,18.84585,21.93448,10.87702,15.33024,22.33504,17.36988,8.155722,26.85801,6.543008,28.79623,7.304757,32.12835,16.66522,25.58699,64.94224,26.35739,6.431643,22.34903,5.852684,29.54579,5.159842,23.96888,5.804999,29.63968,6.668469,25.84396,7.168139,30.25398,6.619176,29.679,4.883878,25.38221,6.757011,33.23293,9.208039,30.94196,8.432027,30.30235,6.664548,32.11016,10.54148,31.49788,39.32702,7.44999,39.33196,10.06805,37.02158,39.64293,36.81643,39.15678,43.07642,37.7645,41.69246,48.01461,44.66891,41.92392,42.94791,46.83711,53.43499,46.85629,49.14843,46.15709
E02003761,34.18234,18.99202,18.10297,19.47344,18.05056,16.59109,19.55741,18.05345,19.67204,20.72056,20.69818,23.33981,20.00442,20.69521,28.82379,23.07049,24.35239,22.88264,18.27125,28.59893,29.42274,28.04536,13.45837,25.72038,14.06877,37.49561,33.25055,18.98027,32.05011,18.3927,28.20296,22.73993,24.42996,22.65433,28.41316,21.49241,20.0032,14.37115,17.3842,18.43378,14.69336,12.724,26.25444,11.08731,25.99662,5.414396,27.79697,7.762235,26.0641,1.639988,26.35739,8.925207,23.75927,6.955754,24.64179,5.179673,24.39593,3.906968,22.75147,5.273569,23.91911,4.089881,22.85265,14.26247,22.77914,7.922281,22.2598,8.785416,21.35384,14.97265,22.97781,14.34516,21.05132,13.70556,19.82807,15.51337,19.21384,14.90109,15.7304,20.23071,22.42967,18.9449,15.26486,22.10265,15.05971,17.40006,21.31969,16.00777,19.93659,26.25789,22.91219,20.16805,21.19118,25.08039,31.67827,25.09956,27.39171,24.40122
E02003242,53.34094,38.15062,37.26157,38.63205,37.20916,35.74969,38.71601,37.21206,38.83064,39.87916,39.85678,42.49841,39.16302,39.85381,39.76964,39.21621,41.05541,40.31243,39.51289,46.34271,50.29358,49.36703,32.61612,44.87899,33.22652,27.96821,23.72315,5.895912,22.52271,7.593998,18.67556,19.61282,10.23022,21.92973,14.21341,20.83706,25.27749,28.36613,8.952179,12.73212,21.56406,14.77176,3.934588,26.08703,2.508646,27.12205,5.758157,29.53023,12.61488,22.98887,6.431643,23.75927,11.50793,19.75091,3.299481,26.94767,4.074987,21.37075,1.751708,27.04156,2.628842,23.24584,3.114847,27.65586,3.322544,27.08088,5.172751,22.78409,3.554163,30.63481,5.236103,28.34384,5.417754,27.70423,4.342335,29.51204,7.06903,28.89976,36.7289,5.764744,41.58827,7.378398,34.42346,41.26125,34.21831,36.55867,40.47829,35.16637,39.09433,45.41649,42.07079,39.3258,40.34978,44.23899,50.83687,44.25816,46.55031,43.55897
E02003762,36.5366,21.34628,20.45724,21.82771,20.40483,18.94536,21.91168,20.40772,22.02631,23.07482,23.05245,25.69407,22.35868,23.04947,33.79165,28.03834,29.32025,27.85049,23.23911,33.56678,34.39059,33.01321,15.79978,28.07465,16.41018,42.40312,38.15806,14.97191,36.95762,14.38434,33.11047,27.64745,20.4216,27.56184,24.4048,26.39992,24.91071,19.27866,13.37584,14.40702,19.60087,8.697233,22.24608,15.99483,21.98826,10.32191,23.78861,12.73009,22.05574,6.188727,22.34903,6.955754,19.75091,48.2748,20.63343,10.14753,20.38757,4.570614,18.74311,10.24142,19.91075,6.429493,18.84429,13.15988,18.77078,10.27737,18.25144,8.153009,17.34548,16.00373,18.96946,13.71276,17.04296,13.07315,15.81971,14.88096,15.20548,14.26868,19.92538,16.22235,24.78475,14.93654,17.61995,24.45692,17.405,19.75433,23.67396,18.35306,22.27799,28.61215,25.26434,22.50946,23.53647,27.43254,34.03254,27.45171,29.737,26.74263
E02003243,54.22345,39.03313,38.14408,39.51456,38.09168,36.63221,39.59853,38.09457,39.71316,40.76168,40.7393,43.38093,40.04554,40.73632,39.19068,38.63725,40.47645,39.73347,38.93393,45.76375,49.71462,48.78807,33.49864,45.7615,34.10903,27.38925,23.14419,6.830467,21.94375,8.476514,18.09661,19.03386,11.11273,21.35077,15.09593,20.2581,24.69853,27.78717,9.834694,13.61464,22.44657,15.65427,5.377707,26.96955,3.734317,28.00456,4.837788,30.41274,13.55084,23.87138,5.852684,24.64179,3.299481,20.63343,12.64142,27.83018,3.508772,22.25327,2.687661,27.92408,3.563396,24.12835,4.0508,28.53837,3.921188,27.9634,4.606535,23.6666,4.419313,31.51733,6.121053,29.22635,6.30027,28.58675,5.22485,30.39455,8.003585,29.78227,37.61142,6.647259,42.47078,8.312953,35.30598,42.14377,35.10083,37.44118,41.36081,36.04889,39.97685,46.299,42.95331,40.20832,41.2323,45.12151,51.71939,45.14068,47.43283,44.44149
E02003763,32.0743,16.88397,15.99493,17.3654,15.94252,14.48305,17.44937,15.94541,17.564,18.61252,18.59014,21.23177,17.89638,18.58717,25.08574,19.33244,20.61434,19.14458,14.5332,24.86087,25.68469,24.30731,15.18566,23.61234,15.79605,39.58726,35.34221,22.16867,34.14177,21.58109,30.29462,24.83159,27.61836,24.74598,30.58234,23.58406,22.09486,16.4628,20.5726,21.62479,16.78502,15.91509,29.44284,13.17897,29.18501,7.506052,30.98536,4.02418,29.2525,6.325223,29.54579,5.179673,26.94767,10.14753,27.83018,15.16547,27.58432,7.841056,25.93987,1.535514,27.1075,8.17303,26.04105,17.53691,25.96754,5.657554,25.44819,12.53003,24.54223,16.69994,26.16621,18.08978,24.23972,17.45018,23.01647,19.25798,22.40224,18.6457,11.99235,23.4191,19.50214,22.13329,12.64219,19.99461,12.95445,15.29202,19.21165,13.90251,20.40139,24.14985,20.80415,21.89534,19.08592,22.97235,29.57023,22.99152,25.28645,26.12851
E02003244,53.9776,38.78727,37.89823,39.2687,37.84582,36.38635,39.35267,37.84871,39.4673,40.51582,40.49344,43.13507,39.79967,40.49046,38.49784,37.94441,39.78361,39.04063,38.24109,45.07091,49.02179,48.09523,33.25278,45.51564,33.86317,26.69641,22.45135,6.901005,21.25091,8.230656,17.40376,18.34102,10.6284,20.65792,14.6116,19.56526,24.00569,27.09433,9.588836,13.36878,21.96224,15.40842,5.895533,26.48522,4.252143,27.75871,5.261806,30.16689,14.30856,23.62552,5.159842,24.39593,4.074987,20.38757,3.508772,27.58432,9.371149,22.00741,3.448343,27.67822,4.311813,23.88249,4.811482,28.29252,1.861771,27.71754,3.603419,23.42075,3.423224,31.27147,5.875196,28.98049,6.054411,28.34089,4.978992,30.14869,8.163868,29.53642,37.36556,6.162931,42.22493,8.106589,35.06012,41.89791,34.85497,37.19532,41.11495,35.80303,39.73099,46.05314,42.70745,39.96246,40.98644,44.87565,51.47353,44.89482,47.18697,44.19563
E02003764,34.27922,19.0889,18.19986,19.57033,18.14745,16.68798,19.6543,18.15034,19.76893,20.81745,20.79507,23.4367,20.10131,20.7921,31.48517,25.73187,27.01377,25.54402,20.93263,31.26031,32.08413,30.70674,13.55441,25.81727,14.1648,40.09665,35.85159,16.59176,34.65115,16.00418,30.804,25.34098,22.04144,25.25537,26.02464,24.09345,22.60424,16.97219,14.99569,16.04788,17.2944,10.33817,23.86592,13.68836,23.6081,8.015437,25.40845,10.42362,23.67559,3.171302,23.96888,3.906968,21.37075,4.570614,22.25327,7.841056,22.00741,14.33502,20.36295,7.934951,21.53059,4.184122,20.46414,11.95999,20.39063,8.019169,19.87128,6.953119,18.96532,14.80384,20.5893,12.51287,18.6628,11.87326,17.43955,13.68107,16.82533,13.06879,17.66719,17.84219,22.52655,16.55638,15.36175,22.19954,15.1566,17.49695,21.41658,16.10466,20.03262,26.35477,23.00908,20.26409,21.28807,25.17728,31.77516,25.19645,27.4886,24.49726
E02003245,52.33314,37.14281,36.25377,37.62424,36.20137,34.74189,37.70821,36.20425,37.82284,38.87136,38.84898,41.49061,38.15522,38.846,39.14299,38.58957,40.42876,39.68579,38.88625,45.71607,49.66694,48.74039,31.60832,43.87119,32.21872,27.34156,23.09651,4.158968,21.89607,5.914047,18.04892,18.98617,9.527929,21.30308,13.51113,20.21041,24.65085,27.73948,7.944377,11.72432,20.86177,13.76396,4.246877,25.38475,3.989051,26.11425,5.853556,28.52243,10.86318,21.98107,5.804999,22.75147,1.751708,18.74311,2.687661,25.93987,3.448343,20.36295,9.582591,26.03376,1.325801,22.23803,1.363139,26.64806,2.627655,26.07308,4.546107,21.77629,2.857994,29.62701,3.591113,27.33603,4.715468,26.69643,3.640049,28.50424,5.332086,27.89196,35.7211,5.062458,40.58047,5.641454,33.41566,40.25345,33.21051,35.55086,39.47049,34.15857,38.08653,44.40868,41.06299,38.318,39.34198,43.23119,49.82907,43.25037,45.54251,42.55117
E02003765,30.88638,15.69606,14.80702,16.17749,14.75461,13.29514,16.26146,14.7575,16.37609,17.42461,17.40223,20.04386,16.70847,17.39925,24.46883,18.71553,19.99743,18.52768,13.91629,24.24397,25.06779,23.6904,13.99775,22.42443,14.60814,39.68116,35.4361,22.26257,34.23566,21.67499,30.38852,24.92549,27.71225,24.83988,30.67624,23.67796,22.18875,16.5567,20.66649,21.71869,16.87891,16.00898,29.53673,13.27287,29.27891,7.599948,31.07926,3.407277,29.34639,6.419119,29.63968,5.273569,27.04156,10.24142,27.92408,1.535514,27.67822,7.934951,26.03376,13.63411,27.2014,7.417265,26.13494,17.6308,26.06143,4.518845,25.54209,12.62393,24.63613,15.51203,26.26011,18.18367,24.33361,17.54407,23.11036,18.48612,22.49613,18.7396,10.80444,23.513,18.75127,22.22719,11.45428,18.8067,11.76654,14.10411,18.02374,12.7146,19.21348,22.96194,19.61624,20.70743,17.89802,21.78444,28.38232,21.80361,24.09854,24.9406
E02003246,53.50077,38.31045,37.42141,38.79188,37.369,35.90953,38.87585,37.37189,38.99047,40.03899,40.01662,42.65825,39.32286,40.01365,40.00646,39.45304,41.29223,40.54926,39.74971,46.57954,50.53041,49.60386,32.77596,45.03882,33.38635,28.20503,23.95998,5.447524,22.75954,7.202603,18.91239,19.84965,10.39005,22.16655,14.37325,21.07389,25.51432,28.60295,9.112014,12.89196,21.72389,14.93159,5.124011,26.24687,4.866185,27.28188,6.729292,29.69007,12.1772,23.1487,6.668469,23.91911,2.628842,19.91075,3.563396,27.1075,4.311813,21.53059,1.325801,27.2014,10.34877,23.40567,2.688941,27.81569,3.489776,27.24072,5.409577,22.94392,3.720115,30.79465,3.418247,28.50367,5.57759,27.86407,4.50217,29.67187,6.620643,29.0596,36.88874,5.924579,41.7481,6.93001,34.5833,41.42109,34.37815,36.7185,40.63813,35.32621,39.25417,45.57632,42.23063,39.48564,40.50962,44.39883,50.99671,44.418,46.71015,43.7188
E02003766,32.24882,17.0585,16.16945,17.53993,16.11704,14.65757,17.62389,16.11993,17.73852,18.78704,18.76466,21.40629,18.0709,18.76169,30.59229,24.83899,26.12089,24.65114,20.03975,30.36743,31.19125,29.81386,10.46707,23.78687,11.07746,40.49047,36.24541,18.46684,35.04498,17.87926,31.19783,25.7348,23.91652,25.64919,27.89972,24.48728,22.99806,17.36601,16.87077,17.90752,17.68822,12.19774,25.741,14.08218,25.48318,8.409263,27.28354,9.530738,25.55067,5.020819,25.84396,4.089881,23.24584,6.429493,24.12835,8.17303,23.88249,4.184122,22.23803,7.417265,23.40567,29.60728,22.33922,13.73467,22.26571,5.993172,21.74636,8.25761,20.8404,11.98135,22.46438,11.94406,20.53788,13.17776,19.31463,13.51003,18.70041,14.37328,15.64119,19.71727,20.50056,18.43146,13.33575,20.16913,13.11722,15.46654,19.38617,14.06528,16.94528,24.32437,20.97655,17.17675,19.24869,23.14475,29.74475,23.16393,24.60365,21.40992
E02003247,52.43432,37.244,36.35495,37.72543,36.30255,34.84307,37.80939,36.30544,37.92403,38.97255,38.95017,41.5918,38.2564,38.94719,40.50613,39.95271,41.7919,41.04893,39.13263,47.07921,50.28412,48.90674,31.70951,43.97237,32.3199,28.70471,24.45964,4.260152,23.25921,6.015231,19.41206,20.34932,10.82588,22.66622,14.80908,21.57356,26.01399,29.10262,8.045562,11.8255,22.15972,13.86514,5.610016,26.6827,5.35219,26.21543,7.216695,28.62361,10.96245,22.08225,7.168139,22.85265,3.114847,18.84429,4.0508,26.04105,4.811482,20.46414,1.363139,26.13494,2.688941,22.33922,9.50996,26.74924,3.990794,26.17426,5.909246,21.87747,4.221133,29.72819,3.79212,27.43722,4.845885,26.79762,5.003188,28.60542,5.43327,27.99314,35.82228,6.425597,40.68165,5.742639,33.51684,40.35464,33.3117,35.65205,39.57167,34.25975,38.18772,44.50987,41.16417,38.41918,39.44316,43.33237,49.93025,43.35155,45.6437,42.65236
E02003767,43.84177,28.65145,27.76241,29.13288,27.71,26.25053,29.21685,27.71289,29.33148,30.38,30.35762,32.99925,29.66386,30.35464,41.18102,35.42772,36.70962,35.23987,30.62848,40.95616,41.77998,40.4026,23.10495,35.37982,23.71535,49.7925,45.54744,22.87686,44.347,22.28929,40.49985,35.03683,28.32655,34.95121,32.30975,33.7893,32.30009,26.66804,21.28079,22.29042,26.99025,16.58064,30.15103,23.3842,29.8932,17.71129,31.69356,20.11947,29.94175,13.5781,30.25398,14.26247,27.65586,13.15988,28.53837,17.53691,28.29252,11.95999,26.64806,17.6308,27.81569,13.73467,26.74924,85.53231,26.67573,17.58293,26.15639,11.31398,25.25043,19.16009,26.8744,16.86912,24.94791,15.69847,23.72466,17.72892,23.09527,16.80444,27.23095,24.12729,32.09031,22.82633,24.92551,31.76209,24.71018,27.0595,30.97913,25.65824,29.58316,35.91732,32.56951,29.81463,30.84165,34.73771,41.33771,34.75689,37.04217,34.0478
E02003248,52.36081,37.17049,36.28144,37.65192,36.22903,34.76956,37.73588,36.23193,37.85051,38.89903,38.87666,41.51828,38.18289,38.87368,39.95717,39.40374,41.24294,40.49997,39.05912,46.53025,50.21061,48.83323,31.63599,43.89886,32.24639,28.15574,23.91068,5.284219,22.71025,6.61387,18.8631,19.80035,9.043692,22.11726,13.02689,21.02459,25.46502,28.55366,7.97205,11.75199,20.37753,13.79163,5.821714,24.90051,5.559887,26.14192,6.72114,28.5501,13.48652,22.00874,6.619176,22.77914,3.322544,18.77078,3.921188,25.96754,1.861771,20.39063,2.627655,26.06143,3.489776,22.26571,3.990794,26.67573,9.109536,26.10075,3.244338,21.80396,1.566225,29.65468,4.392551,27.36371,4.437625,26.7241,3.362206,28.53191,6.547081,27.91963,35.74877,4.57822,40.60814,6.489803,33.44333,40.28112,33.23818,35.57853,39.49816,34.18624,38.11421,44.43636,41.09066,38.34567,39.36966,43.25886,49.85674,43.27804,45.57018,42.57884
E02003768,30.30567,15.11535,14.2263,15.59678,14.17389,12.71442,15.68074,14.17678,15.79537,16.84389,16.82151,19.46314,16.12775,16.81854,27.6996,21.9463,23.2282,21.75845,17.14706,27.47474,28.29856,26.92117,13.41703,21.84371,14.02742,43.73337,39.48831,22.30189,38.28787,21.71431,34.44072,28.9777,27.75157,28.89209,31.73477,27.73017,26.24096,20.60891,20.70582,21.75539,20.93112,16.04561,29.57605,17.32508,29.31823,11.65216,31.11858,6.638047,29.38572,8.85322,29.679,7.922281,27.08088,10.27737,27.9634,5.657554,27.71754,8.019169,26.07308,4.518845,27.24072,5.993172,26.17426,17.58293,26.10075,41.76,25.58141,12.10587,24.67545,14.93131,26.29943,16.87717,24.37293,17.02602,23.14968,17.9054,22.53545,18.22155,12.7485,23.55232,18.553,22.26651,11.38819,18.22598,11.18583,13.52339,17.44302,12.13389,18.63276,22.38122,19.03552,20.12671,17.3173,21.20372,27.8016,21.22289,23.51782,24.35988
E02003249,51.84146,36.65114,35.7621,37.13257,35.70969,34.25022,37.21654,35.71258,37.33117,38.37968,38.35731,40.99894,37.66355,38.35434,38.22188,37.66845,39.50764,38.76467,37.96512,44.79495,48.74582,47.81927,31.11665,43.37951,31.72705,26.42044,22.17539,4.764874,20.97495,6.094524,17.1278,18.06505,7.817866,20.38196,11.80106,19.2893,23.72973,26.81836,6.779421,11.23265,19.15171,13.27228,6.982119,23.67468,5.341071,25.62257,6.340407,28.03075,14.30672,21.48939,4.883878,22.2598,5.172751,18.25144,4.606535,25.44819,3.603419,19.87128,4.546107,25.54209,5.409577,21.74636,5.909246,26.15639,3.244338,25.58141,19.6414,21.28461,2.666431,29.13534,5.851593,26.84436,4.341216,26.20476,2.573738,28.01256,6.450672,27.40029,35.22943,3.352394,40.08879,5.970459,32.92399,39.76178,32.71884,35.05919,38.97882,33.6669,37.59486,43.91702,40.57132,37.82633,38.85031,42.73952,49.3374,42.75869,45.05083,42.05949
E02003769,38.36472,23.1744,22.28535,23.65583,22.23295,20.77347,23.73979,22.23584,23.85442,24.90294,24.88057,27.52219,24.1868,24.87759,36.17415,30.42085,31.70275,30.233,25.62161,35.94929,36.7731,35.39572,16.19576,29.90277,16.84238,44.78563,40.54057,18.00509,39.34013,17.41751,35.49298,30.02995,23.45478,29.94434,27.43797,28.78242,27.29322,21.66116,16.40902,17.44019,21.98338,11.73041,25.27926,18.37733,25.02143,12.70441,26.82178,15.11259,25.08892,8.571233,25.38221,8.785416,22.78409,8.153009,23.6666,12.53003,23.42075,6.953119,21.77629,12.62393,22.94392,8.25761,21.87747,11.31398,21.80396,12.10587,21.28461,48.81816,20.37865,7.850724,22.00263,5.559747,20.07614,4.920145,18.85289,6.72795,18.23866,6.115673,21.75389,19.25552,26.61326,17.96971,19.44845,26.28504,19.23312,21.58245,25.50208,20.18118,22.69054,30.44027,27.09245,22.87718,25.36459,29.26066,35.86065,29.27983,30.30408,27.11035
E02003250,50.9355,35.74519,34.85614,36.22661,34.80373,33.34426,36.31058,34.80662,36.42521,37.47373,37.45135,40.09298,36.75759,37.44838,40.09501,39.26034,41.09954,40.35656,37.63381,46.38684,48.7853,47.40792,30.21069,42.47355,30.82108,28.29358,24.04852,3.858914,22.84808,5.188565,19.00093,19.65695,7.824782,21.97386,11.80798,20.88119,25.32162,28.41026,6.546746,10.32669,19.15862,12.36633,6.053333,23.6816,5.791506,24.71662,7.574497,27.1248,12.15392,20.58343,6.757011,21.35384,3.554163,17.34548,4.419313,24.54223,3.423224,18.96532,2.857994,24.63613,3.720115,20.8404,4.221133,25.25043,1.566225,24.67545,2.666431,20.37865,9.798959,28.22938,3.698799,25.9384,3.012321,25.2988,1.936901,27.1066,5.121777,26.49433,34.32347,3.35931,39.18283,5.064498,32.01803,38.85582,31.81288,34.15323,38.07286,32.76094,36.6889,43.01105,39.66536,36.92037,37.94435,41.83356,48.43144,41.85273,44.14488,41.15354
E02003770,32.6797,17.49229,16.60324,17.40322,15.95774,15.09126,17.46459,15.62797,17.26526,18.52354,18.2727,20.91433,17.57894,18.26973,36.45024,32.93375,31.82851,30.33716,28.13452,36.02029,35.15895,31.01534,8.345031,24.22737,8.991652,51.37325,47.12819,25.85581,45.92775,25.26824,42.0806,36.61757,31.3055,36.53196,35.2887,35.37004,33.88084,28.24878,24.25974,25.29091,28.571,19.58113,33.12998,24.96495,32.87215,19.29203,34.67251,17.6255,32.93964,15.90359,33.23293,14.97265,30.63481,16.00373,31.51733,16.69994,31.27147,14.80384,29.62701,15.51203,30.79465,11.98135,29.72819,19.16009,29.65468,14.93131,29.13534,7.850724,28.22938,58.51477,29.85335,3.045611,27.92686,4.455415,26.70361,2.974091,26.08938,4.880763,23.59637,27.10625,21.06172,25.82044,18.92782,20.61324,18.45907,15.91065,19.22687,13.15672,14.83982,24.16353,20.36698,15.02646,18.6345,22.53518,29.25279,22.55435,22.45336,19.25963
E02003251,52.55948,37.36916,36.48011,37.85059,36.42771,34.96824,37.93456,36.4306,38.04918,39.0977,39.07533,41.71695,38.38156,39.07235,42.54604,41.5298,43.369,42.62602,39.25779,48.6563,50.40928,49.03189,31.83467,44.09753,32.44506,30.7446,26.49955,4.385312,25.29911,6.140391,21.45196,21.9264,10.09424,24.24331,14.07744,23.15065,27.59108,30.67971,8.170721,11.95066,21.42808,13.9903,7.731272,25.95106,7.473446,26.34059,9.276237,28.74877,11.24175,22.20741,9.208039,22.97781,5.236103,18.96946,6.121053,26.16621,5.875196,20.5893,3.591113,26.26011,3.418247,22.46438,3.79212,26.8744,4.392551,26.29943,5.851593,22.00263,3.698799,29.85335,15.8457,27.56238,4.971045,26.92277,4.206357,28.73058,5.55843,28.1183,35.94744,5.628766,40.80681,5.867798,33.64201,40.47979,33.43686,35.77721,39.69683,34.38491,38.31288,44.63503,41.28933,38.54434,39.56833,43.45753,50.05542,43.47671,45.76885,42.77751
E02003771,35.72531,20.5379,19.64885,20.44883,19.00335,18.13687,20.5102,18.67359,20.31087,21.56915,21.31832,23.95994,20.62455,21.31534,39.49585,35.72299,34.87412,33.38277,30.92375,39.0659,38.20456,34.06094,11.39064,27.27298,12.03726,50.34537,46.10031,23.56484,44.89988,22.97726,41.05273,35.5897,29.01452,35.50409,32.99772,34.34217,32.85296,27.22091,21.96877,22.99994,27.54312,17.29016,30.839,23.93708,30.58118,18.26416,32.38153,20.41474,30.64867,14.13098,30.94196,14.34516,28.34384,13.71276,29.22635,18.08978,28.98049,12.51287,27.33603,18.18367,28.50367,11.94406,27.43722,16.86912,27.36371,16.87717,26.84436,5.559747,25.9384,3.045611,27.56238,12.05928,25.63588,2.477811,24.41263,1.812403,23.7984,3.420994,26.52519,24.81527,24.10733,23.52946,21.97343,23.65885,21.50468,18.95626,22.27248,16.20233,17.88543,27.20914,23.41259,18.07207,21.68011,25.58079,32.2984,25.59996,25.49897,22.30524
E02003252,50.63298,35.44267,34.55362,35.9241,34.50121,33.04174,36.00806,34.5041,36.12269,37.17121,37.14883,39.79046,36.45507,37.14585,41.77002,39.43925,41.27845,40.53547,37.33129,46.56575,48.48279,47.1054,29.90817,42.17104,30.51857,29.96859,25.72353,2.458819,24.5231,4.214152,20.67595,19.83585,8.003688,22.15276,11.98689,21.06009,25.50053,28.58916,6.244228,10.02417,19.33753,12.06381,7.912924,23.8605,7.655098,24.4141,9.455453,26.82228,11.74507,20.28092,8.432027,21.05132,5.417754,17.04296,6.30027,24.23972,6.054411,18.6628,4.715468,24.33361,5.57759,20.53788,4.845885,24.94791,4.437625,24.37293,4.341216,20.07614,3.012321,27.92686,4.971045,25.63588,10.46312,24.99628,2.115806,26.80409,3.652112,26.19181,34.02095,3.538215,38.88032,3.94156,31.71551,38.5533,31.51036,33.85072,37.77034,32.45842,36.38638,42.70854,39.36284,36.61785,37.64183,41.53104,48.12892,41.55021,43.84236,40.85102
E02003772,37.13511,21.9477,21.05866,21.85863,20.41316,19.54667,21.92,20.08339,21.72068,22.97896,22.72812,25.36975,22.03436,22.72514,40.90565,35.34099,36.28392,34.79257,30.54175,40.4757,39.61436,35.47075,12.80045,28.68279,13.44707,49.70577,45.46071,22.92524,44.26027,22.33766,40.41312,34.9501,28.37492,34.86449,32.35812,33.70257,32.21336,26.58131,21.32917,22.3591,26.90352,16.64932,30.1994,23.29748,29.94158,17.62456,31.74193,20.03274,30.00907,13.49138,30.30235,13.70556,27.70423,13.07315,28.58675,17.45018,28.34089,11.87326,26.69643,17.54407,27.86407,13.17776,26.79762,15.69847,26.7241,17.02602,26.20476,4.920145,25.2988,4.455415,26.92277,2.477811,24.99628,10.61592,23.77303,2.952874,23.1588,2.486566,26.67404,24.17567,25.51713,22.88986,23.38324,25.06865,22.91448,20.36606,23.68229,17.61213,19.29523,28.61895,24.82239,19.48187,23.08992,26.99059,33.70821,27.00977,26.90877,23.71504
E02003253,49.40974,34.21941,33.33037,34.70084,33.27797,31.81849,34.78481,33.28085,34.89944,35.94796,35.92558,38.56721,35.23182,35.9226,39.81475,37.32344,39.16264,38.41966,36.10804,44.44994,47.25954,45.88216,28.68492,40.94778,29.29532,28.01332,23.76826,2.333147,22.56783,3.662797,18.72068,17.72005,5.887881,20.03695,9.871079,18.94429,23.38472,26.47335,4.849436,8.800919,17.22172,10.84056,6.837504,21.7447,6.579678,23.19085,8.098645,25.59903,12.31822,19.05767,6.664548,19.82807,4.342335,15.81971,5.22485,23.01647,4.978992,17.43955,3.640049,23.11036,4.50217,19.31463,5.003188,23.72466,3.362206,23.14968,2.573738,18.85289,1.936901,26.70361,4.206357,24.41263,2.115806,23.77303,10.95509,25.58084,4.225263,24.96856,32.7977,1.422409,37.65707,3.538731,30.49226,37.33005,30.28711,32.62746,36.54709,31.23517,35.16313,41.48529,38.13959,35.3946,36.41859,40.30779,46.90567,40.32696,42.61911,39.62777
